id,x,y,r1,r2,theta,r,Region,time,vx,vy,v,angle
../../data/extracted_images/h25_short/005.jpg,750.0845150311968,79.00000000000006,4.912081678956325,6.537152580828135,25.66913753632709,6.795424465872566,O,5,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/006.jpg,750.0563433541313,98.5821516354699,5.303838154660617,6.582340707128001,26.84051069547808,6.816789563244471,I,6,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/007.jpg,749.9718283229345,118.00869729627533,5.5821516354698435,6.657591227075062,31.169597367631226,6.77065607865381,I,7,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/008.jpg,749.7770845150312,137.55813953488376,5.7993949706938945,6.862166761202496,32.10047774833819,6.889204008319155,I,8,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/009.jpg,749.4256003025148,157.16676120249582,5.937039137833239,6.838343732274533,31.40304869085053,6.822461712989224,I,9,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/010.jpg,749.0635280771414,176.52467385138974,6.297031574966913,6.9453582907922105,31.677015464132026,6.866137266023824,I,10,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/011.jpg,748.7277368122519,196.6271506901116,6.519757988277558,6.863490262809605,30.75046828664027,6.87993949706939,I,11,0.0,0.0,0.0,0.0
../../data/extracted_images/h25_short/012.jpg,748.4244658725659,216.81754584987718,6.7269805256192114,6.745509548118738,29.44162425548681,6.863490262809606,I,12,-0.23714987980442206,19.688220835696733,19.689649050723432,89.30989040317355
../../data/extracted_images/h25_short/013.jpg,748.1522026848176,237.09113253923243,6.862544904518813,6.9705048213272836,32.158867661663116,6.847041028549821,I,13,-0.2720200956162476,19.786997271966076,19.78886697042587,89.21238066241175
../../data/extracted_images/h25_short/014.jpg,747.8788050671205,257.3737946681793,7.001701644923427,7.040461334845908,32.693801598580485,6.868973340896201,I,14,-0.2990033222591332,19.90929962455771,19.911544754918836,89.13958095370337
../../data/extracted_images/h25_short/015.jpg,747.6112686708263,277.6925694838344,7.312724522594064,7.111552278313482,33.04078284603824,6.928909056532427,I,15,-0.3094022634578388,20.01920427842152,20.021595083853914,89.11454859382373
../../data/extracted_images/h25_short/016.jpg,747.3794668179241,297.3306863301192,7.443751181697864,7.167139345812063,33.3696729700725,6.948572508980904,I,16,-0.2923047835129507,20.02341787537477,20.025551315715187,89.1636472356477
../../data/extracted_images/h25_short/017.jpg,747.2136509737192,317.1062582718851,7.563055397995841,7.275477405936851,33.61547392245515,7.028738892040084,I,17,-0.26426815763175326,20.083083488642195,20.08482213192118,89.24610300681893
../../data/extracted_images/h25_short/018.jpg,747.0436755530347,337.0151257326528,7.636604273019476,7.079977311401022,32.36783638671649,7.0996407638495,I,18,-0.24058017988816768,20.055425006077314,20.05686792590873,89.3127262165299
../../data/extracted_images/h25_short/019.jpg,746.9005483078087,357.1228965778031,7.731140102098696,7.038381546606164,32.04988760080064,7.130648515787485,I,19,-0.21770250925102833,20.043621532560845,20.044803778612327,89.37771003689998
../../data/extracted_images/h25_short/020.jpg,746.7846473813576,377.38627339761774,7.913783323879751,6.956135375307242,32.32233775295681,7.160899981092834,I,20,-0.19536504335142776,20.04216297976933,20.04311513731835,89.44151547165274
../../data/extracted_images/h25_short/021.jpg,746.7048591416147,397.7619587823786,8.050482132728305,7.121194932879562,34.18691509646064,7.221402911703535,I,21,-0.16770656078654156,20.055452016314185,20.056153197191417,89.52089565655439
../../data/extracted_images/h25_short/023.jpg,746.6003025146531,418.3074305161657,8.138967668746456,7.238608432595954,36.53572789926391,7.203252032520325,II,23,-0.1444237365961791,20.087837290333045,20.088356458869086,89.58807272899129
../../data/extracted_images/h25_short/024.jpg,746.5108716203442,438.94025335602197,8.285876347135567,7.3490262809604845,38.668313861628334,7.215352618642466,II,24,-0.12408502822570101,20.22993814655754,20.23031869516083,89.64856742474802
../../data/extracted_images/h25_short/025.jpg,746.4764605785593,459.6477595008509,8.309888447721688,7.328417470221215,38.571141779527295,7.226696918131973,II,25,-0.10531291359425918,20.363071604137968,20.363343928859518,89.70368263697445
../../data/extracted_images/h25_short/026.jpg,746.4361883153715,480.41690300623947,8.379277746265835,7.2015503875969005,39.2213389219692,7.237284930988845,III,26,-0.08678389109474795,20.485968181940954,20.486152000686968,89.7572816231493
../../data/extracted_images/h25_short/027.jpg,746.3989411987143,501.26526753639644,8.351484212516546,6.952921157118549,37.95517694248554,7.247116657213084,III,27,-0.07165815844205424,20.59176727979905,20.591891962543755,89.80061480797822
../../data/extracted_images/h25_short/028.jpg,746.4042352051429,522.1402911703536,8.411041784836454,6.930988844772169,39.63851806151331,7.287199848742674,III,28,-0.05434459660209866,20.679145396105127,20.679216804522255,89.84942758528423
../../data/extracted_images/h25_short/029.jpg,746.4524484779731,543.0591794290037,8.689733408961999,6.71487993949707,38.61837369457305,7.287767063717149,III,29,-0.03605866623451805,20.756745806660735,20.756777127235786,89.9004657410637
../../data/extracted_images/h25_short/030.jpg,746.512951408584,564.0000000000001,8.719795802609191,6.886367933446777,42.0211298493952,7.287956135375308,III,30,-0.01247872943844998,20.813224211976344,20.813227952835348,89.96564787667899
